1,0,9.358,9.358,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10,9.348,9.348,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,100,9.256,9.256,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,1000,8.398,8.398,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000,9.556,9.558,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,100000,9.148,9.154,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,1000000,9.042,9.044,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000000,8.93,8.93,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000010,8.912,8.912,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000020,8.896,8.896,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000030,8.878,8.88,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000040,8.8,8.802,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000050,8.674,8.674,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000060,8.666,8.666,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000070,8.652,8.652,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000080,8.64,8.642,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000090,8.626,8.628,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,1000010,9.032,9.036,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000100,8.61,8.614,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000110,8.598,8.6,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000120,8.582,8.582,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000130,8.566,8.568,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000140,8.552,8.554,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000150,8.536,8.54,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000160,8.52,8.524,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000170,8.508,8.508,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000180,8.49,8.494,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000190,8.472,8.476,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,1000020,9.024,9.028,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000200,8.46,8.46,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000210,8.442,8.442,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000220,8.426,8.428,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000230,8.412,8.414,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000240,8.398,8.4,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000250,8.38,8.38,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000260,8.364,8.364,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000270,8.348,8.35,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000280,8.336,8.336,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000290,8.318,8.318,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,1000030,9.018,9.022,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000300,8.302,8.304,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000310,8.286,8.288,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000320,8.272,8.274,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000330,8.256,8.258,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000340,8.24,8.242,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
1,10000350,8.226,8.226,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
